-31.9906,-19.7255,0.184966
-31.9906,-19.7255,0.214966
-31.9906,-19.7255,0.244966
-31.9906,-19.7255,0.274966
-31.9906,-19.7255,0.304966
-31.9906,-19.7255,0.334966
-31.9906,-19.7255,0.364966
-31.9906,-19.7255,0.394966
-31.9906,-19.7255,0.424966
-31.9906,-19.7255,0.454966
-31.9906,-19.7255,0.484966
-31.9906,-19.7255,0.514966
-31.9906,-19.7255,0.544966
-31.9906,-19.7255,0.574966
-31.9906,-19.7255,0.604966
-31.9906,-19.7255,0.634966
-31.9906,-19.7255,0.664966
-31.9906,-19.7255,0.694966
-31.9906,-19.7255,0.724966
-31.9906,-19.7255,0.754966
-31.9906,-19.7255,0.784966
-31.9906,-19.7255,0.814966
-31.9906,-19.7255,0.844966
-31.9906,-19.7255,0.874966
-31.9906,-19.7255,0.904966
-31.9906,-19.7255,0.934966
-31.9906,-19.7255,0.964966
-31.9906,-19.7255,0.994966
-31.9906,-19.7255,1.024966
-31.9906,-19.7255,1.054966
-31.9906,-19.7255,1.084966
-31.9906,-19.7255,1.114966
-31.9906,-19.7255,1.144966
-31.9906,-19.7255,1.174966
-31.9906,-19.7255,1.204966
-31.9906,-19.7255,1.234966
-31.9906,-19.7255,1.264966
-31.9906,-19.7255,1.294966
-31.9156,-19.688,1.294966
-31.8406,-19.6505,1.294966
-31.7656,-19.613,1.294966
-31.6906,-19.5755,1.294966
-31.6156,-19.538,1.294966
-31.5406,-19.5005,1.294966
-31.4656,-19.463,1.294966
-31.3906,-19.4255,1.294966
-31.3156,-19.388,1.294966
-31.2406,-19.3505,1.294966
-31.1656,-19.313,1.294966
-31.0906,-19.2755,1.294966
-31.0156,-19.238,1.294966
-30.9406,-19.2005,1.294966
-30.8656,-19.163,1.294966
-30.7906,-19.1255,1.294966
-30.7906,-19.0255,1.294966
-30.7906,-18.9255,1.294966
-30.7906,-18.8255,1.294966
-30.7906,-18.7255,1.294966
-30.7906,-18.6255,1.294966
-30.7906,-18.5255,1.294966
-30.7906,-18.5255,1.324966
-30.7906,-18.4255,1.324966
-30.7906,-18.3255,1.324966
-30.7906,-18.2255,1.324966
-30.7906,-18.1255,1.324966
-30.7906,-18.1255,1.354966
-30.7906,-18.0255,1.354966
-30.7906,-17.9255,1.354966
-30.7906,-17.9255,1.384966
-30.7906,-17.8255,1.384966
-30.7906,-17.7255,1.384966
-30.7906,-17.6255,1.384966
-30.7906,-17.5255,1.384966
-30.7906,-17.5255,1.414966
-30.7906,-17.4255,1.414966
-30.7906,-17.3255,1.414966
-30.7906,-17.2255,1.414966
-30.7906,-17.1255,1.414966
-30.7906,-17.0255,1.414966
-30.7906,-16.9255,1.414966
-30.7906,-16.8255,1.414966
-30.7906,-16.7255,1.414966
-30.7906,-16.6255,1.414966
-30.7906,-16.5255,1.414966
-30.7906,-16.4255,1.414966
-30.7906,-16.3255,1.414966
-30.7906,-16.2255,1.414966
-30.7906,-16.1255,1.414966
-30.7906,-16.0255,1.414966
-30.7906,-15.9255,1.414966
-30.7906,-15.8255,1.414966
-30.7906,-15.7255,1.414966
-30.7906,-15.6255,1.414966
-30.7906,-15.5255,1.414966
-30.7906,-15.4255,1.414966
-30.7906,-15.3255,1.414966
-30.7906,-15.2255,1.414966
-30.7906,-15.1255,1.414966
-30.7906,-15.0255,1.414966
-30.7906,-14.9255,1.414966
-30.7906,-14.8255,1.414966
-30.7906,-14.7255,1.414966
-30.7906,-14.6255,1.414966
-30.7906,-14.5255,1.414966
-30.7906,-14.4255,1.414966
-30.7906,-14.4255,1.444966
-30.7906,-14.3255,1.444966
-30.7906,-14.3255,1.474966
-30.7906,-14.2255,1.474966
-30.7906,-14.1255,1.474966
-30.7906,-14.1255,1.504966
-30.7906,-14.0255,1.504966
-30.7906,-13.9255,1.504966
-30.7906,-13.8255,1.504966
-30.7906,-13.7255,1.504966
-30.7906,-13.7255,1.534966
-30.7906,-13.6255,1.534966
-30.7906,-13.6255,1.564966
-30.7906,-13.5255,1.564966
-30.7906,-13.5255,1.594966
-30.7906,-13.4255,1.594966
-30.7906,-13.3255,1.594966
-30.7906,-13.3255,1.624966
-30.7906,-13.2255,1.624966
-30.7906,-13.1255,1.624966
-30.7906,-13.0255,1.624966
-30.7906,-13.0255,1.654966
-30.7906,-12.9255,1.654966
-30.7906,-12.8255,1.654966
-30.7906,-12.7255,1.654966
-30.7906,-12.7255,1.684966
-30.7906,-12.7255,1.714966
-30.7906,-12.6255,1.714966
-30.7906,-12.6255,1.744966
-30.7906,-12.5255,1.744966
-30.7906,-12.4255,1.744966
-30.7906,-12.4255,1.774966
-30.7906,-12.3255,1.774966
-30.7906,-12.2255,1.774966
-30.7906,-12.2255,1.804966
-30.7906,-12.1255,1.804966
-30.7906,-12.1255,1.834966
-30.7906,-12.0255,1.834966
-30.7906,-11.9255,1.834966
-30.7906,-11.8255,1.834966
-30.7906,-11.8255,1.864966
-30.7906,-11.7255,1.864966
-30.7906,-11.7255,1.894966
-30.7906,-11.6255,1.894966
-30.7906,-11.6255,1.924966
-30.7906,-11.5255,1.924966
-30.7906,-11.5255,1.954966
-30.7906,-11.4255,1.954966
-30.7906,-11.4255,1.984966
-30.7906,-11.4255,2.014966
-30.7906,-11.3255,2.014966
-30.7906,-11.3255,2.044966
-30.7906,-11.2255,2.044966
-30.7906,-11.2255,2.074966
-30.7906,-11.1255,2.074966
-30.7906,-11.1255,2.104966
-30.7906,-11.0255,2.104966
-30.7906,-11.0255,2.134966
-30.7906,-11.0255,2.164966
-30.7906,-10.9255,2.164966
-30.7906,-10.8255,2.164966
-30.7906,-10.8255,2.194966
-30.7906,-10.7255,2.194966
-30.7906,-10.7255,2.224966
-30.7906,-10.6255,2.224966
-30.7906,-10.5255,2.224966
-30.7906,-10.5255,2.254966
-30.7906,-10.4255,2.254966
-30.7906,-10.4255,2.284966
-30.7906,-10.4255,2.314966
-30.7906,-10.4255,2.344966
-30.7906,-10.4255,2.374966
-30.7906,-10.4255,2.404966
-30.7906,-10.4255,2.434966
-30.7906,-10.4255,2.464966
-30.7906,-10.4255,2.494966
-30.7906,-10.4255,2.524966
-30.7906,-10.4255,2.554966
-30.7906,-10.4255,2.584966
-30.7906,-10.4255,2.614966
-30.7906,-10.4255,2.644966
-30.7906,-10.4255,2.674966
-30.7906,-10.4255,2.704966
-30.7906,-10.4255,2.734966
-30.7906,-10.4255,2.764966
-30.7906,-10.4255,2.794966
-30.7906,-10.4255,2.824966
-30.7906,-10.4255,2.854966
-30.7906,-10.4255,2.884966
-30.7906,-10.4255,2.914966
-30.7906,-10.3255,2.914966
-30.7906,-10.3255,2.944966
-30.7906,-10.3255,2.974966
-30.7906,-10.3255,3.004966
-30.7906,-10.3255,3.034966
-30.7906,-10.3255,3.064966
-30.7906,-10.3255,3.094966
-30.7906,-10.3255,3.124966
-30.7906,-10.3255,3.154966
-30.7906,-10.2255,3.154966
-30.7906,-10.2255,3.184966
-30.7906,-10.2255,3.214966
-30.7906,-10.2255,3.244966
-30.7906,-10.2255,3.274966
-30.7906,-10.2255,3.304966
-30.7906,-10.2255,3.334966
-30.7906,-10.2255,3.364966
-30.7906,-10.2255,3.394966
-30.7906,-10.2255,3.424966
-30.7906,-10.2255,3.454966
-30.7906,-10.2255,3.484966
-30.7906,-10.2255,3.514966
-30.7906,-10.2255,3.544966
-30.7906,-10.2255,3.574966
-30.7906,-10.2255,3.604966
-30.7906,-10.2255,3.634966
-30.7906,-10.2255,3.664966
-30.7906,-10.2255,3.694966
-30.7906,-10.2255,3.724966
-30.7906,-10.2255,3.754966
-30.7906,-10.2255,3.784966
-30.7906,-10.2255,3.814966
-30.7906,-10.2255,3.844966
